MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
30037557,"MALI KRAJ d.o.o. za graditeljstvo, trgovinu i usluge",81922300229,,,Vukovarsko-srijemska županija,Bana Josipa Jelačića 61,Vukovar,mali.kraj@vu.t-com.hr,,,15,1,MALI KRAJ,d.o.o.
30043993,"GRAVIA d.o.o. za graditeljstvo, proizvodnju, trgovinu i usluge",80381365828,,,Osječko-baranjska županija,Ivana Gundulića 65,Osijek,ines@gravia.hr,,,19,1,GRAVIA,d.o.o.
30046695,"APSCISA d.o.o. za graditeljstvo, unutarnju i vanjsku trgovinu - u likvidaciji",8569121613,,,Osječko-baranjska županija,Ilirska 23,Osijek,svidranski@gmail.com,,,6,1,APSCISA,d.o.o.
30049074,"OCELIĆ TEHNOINŽENJERING d.o.o. za graditeljstvo, vodoprivreda i ekonomika",70742604786,,,Osječko-baranjska županija,Žumberačka ulica 60,Osijek,ocelictehnoinzenjering@gmail.com,,,17,1,OCELIĆ TEHNOINŽENJERING,d.o.o.
30064460,SUHOMONT d.o.o. za graditeljstvo,75973571002,,,Vukovarsko-srijemska županija,Hrvoja Vukčić - Hrvatinića 118,Vinkovci,suhomont@suhomont.hr,,,17,1,SUHOMONT,d.o.o.
30069829,JASA BAU d.o.o. za graditeljstvo i trgovinu,90987480278,,,Osječko-baranjska županija,Šetalište kardinala Franje Šepera 12,Osijek,jasabau01@gmail.com,,,17,1,JASA BAU,d.o.o.
30075216,MARIKOR d.o.o. za graditeljstvo,61574436915,,,Grad Zagreb,Puškarićeva ulica 54,Lučko,info.marikor@gmail.com,,,14,1,MARIKOR,d.o.o.
30079365,"OBELISK d.o.o. za graditeljstvo, trgovinu i usluge",80456892875,,,Vukovarsko-srijemska županija,Vladimira Nazora 176,Bošnjaci,obelisk@optinet.hr,,,17,1,OBELISK,d.o.o.
30080849,"VRAN-ELEKTRO d.o.o. za graditeljstvo, trgovinu i usluge",95686982780,,,Vukovarsko-srijemska županija,Široki put 121,Vukovar,anteluburic@net.hr,,,15,1,VRAN-ELEKTRO,d.o.o.
30081807,"BJELICA d.o.o. za graditeljstvo, trgovinu i usluge",31090662806,,,Osječko-baranjska županija,Novogradiška 77,Osijek,damir.kurtovic@enna.hr,,,17,1,BJELICA,d.o.o.
30082762,"AMPLECTOR d.o.o. za graditeljstvo, trgovinu i usluge",82774664405,,,Osječko-baranjska županija,Naselje Vladimira Nazora 12,Osijek,amplector@os.t-com.hr,,,17,1,AMPLECTOR,d.o.o.
30083128,"PALATIUM d.o.o. za graditeljstvo, posredovanje u prometu nekretninama, ugostiteljstvo, trgovinu i usluge",84712581254,,,Osječko-baranjska županija,Frankopanska 68,Osijek,palatium@os.t-com.hr,,,17,1,PALATIUM,d.o.o.
30085505,ELEKTRO ČOP društvo s ograničenom odgovornošću za graditeljstvo i usluge,40201867670,,,Vukovarsko-srijemska županija,Bana J.Šokčevića 2,Županja,elektrocop@elektrocop.hr,,,19,1,ELEKTRO ČOP,d.o.o.
30087189,BRUKVICA d.o.o. za graditeljstvo,68400359983,,,Vukovarsko-srijemska županija,Privlačka 12,Vinkovci,brukvica.hr@gmail.com,,,17,1,BRUKVICA,d.o.o.
30087960,PRO-GRADNJA d.o.o. za graditeljstvo i usluge,29427358945,,,Osječko-baranjska županija,Ulica borova 6,Osijek,pro-gradnja@net.hr,,,17,1,PRO-GRADNJA,d.o.o.
30092580,SLAVONIJA GRADNJA društvo s ograničenom odgovornošću za graditeljstvo i usluge,40190668846,,,Vukovarsko-srijemska županija,Veliki kraj 16,Županja,kontakt@slavonija-gradnja.hr,,,17,1,SLAVONIJA GRADNJA,d.o.o.
30093247,"PALISADA d.o.o. za graditeljstvo, poslovanje nekretninama i usluge",76046371707,,,Primorsko-goranska županija,Vladimira Nazora 1,Opatija,miajosic.mj@gmail.com,,,18,1,PALISADA,d.o.o.
30093685,BRLEG d.o.o. za graditeljstvo i trgovinu,54480182926,,,Osječko-baranjska županija,Ulica Petra Svačića 3,Antunovac,info@brleg.hr,,,17,1,BRLEG,d.o.o.
30095855,"MALI IVICA d.o.o. za graditeljstvo, trgovinu i usluge",25511918261,,,Osječko-baranjska županija,Josipa Jurja Strossmayera 106,Osijek,info@maliivica.hr,,,17,1,MALI IVICA,d.o.o.
30096253,"MALI ZIDAR d.o.o. za graditeljstvo, trgovinu i usluge",35266127212,,,Vukovarsko-srijemska županija,Obrtnička ulica 16,Vinkovci,mali-zidar@vk.t-com.hr,,,19,1,MALI ZIDAR,d.o.o.
30100041,VAL-ING d.o.o. za graditeljstvo i usluge,30899765615,,,Osječko-baranjska županija,Tina Ujevića 5,Valpovo,val-ing@net.hr,,,17,1,VAL-ING,d.o.o.
30100470,"BLOK-NEKRETNINE d.o.o. za graditeljstvo, poslovanje nekretninama i usluge",72353766978,,,Osječko-baranjska županija,Crkvena ulica 115,Osijek,blok-bd@net.hr,,,17,1,BLOK-NEKRETNINE,d.o.o.
30100863,"ASTARTA CO. d.o.o. za graditeljstvo, trgovinu i usluge",88126765350,,,Osječko-baranjska županija,Kolodvorska 159,Osijek,astarta.osijek@gmail.com,,,12,1,ASTARTA CO.,d.o.o.
30101331,"TRESZNER d.o.o. za graditeljstvo, trgovinu i usluge",95560375498,,,Osječko-baranjska županija,Ulica Ferenca Kiša 7,Kopačevo,tresznerhr@gmail.com,,,14,1,TRESZNER,d.o.o.
30101399,IZGRADNJA-VVK d.o.o. za graditeljstvo,45533143162,,,Vukovarsko-srijemska županija,Josipa Kozarca 28,Vinkovci,info@vvk-izgradnja.hr,,,17,1,IZGRADNJA-VVK,d.o.o.
30101868,KVADRIKA PROJEKT d.o.o. za graditeljstvo i usluge,55786545062,,,Osječko-baranjska županija,Zagrebačka ulica 76,Višnjevac,kvadrika.projekt@gmail.com,,,16,1,KVADRIKA PROJEKT D.O.O. ZA GRADITELJSTVO I USLUGE,d.o.o.
30102211,"FIDUS GRUPA d.o.o. za graditeljstvo, trgovinu i usluge",45720904552,,,Vukovarsko-srijemska županija,Alojzija Stepinca 137,Vinkovci,fidusgrupa@gmail.com,,,16,1,FIDUS,d.o.o.
30105779,HIDRO-M.A.D. d.o.o. za graditeljstvo i turizam,57227464729,,,Osječko-baranjska županija,Ulica kralja Petra Svačića 12,Osijek,hidromad@gmail.com,,,15,1,HIDRO-M.A.D. d.o.o.,d.o.o.
30108319,"ALBATROS GRUPA d.o.o. za graditeljstvo, trgovinu i usluge",7867627980,,,Osječko-baranjska županija,Ivana Gundulića 5,Osijek,damir@albatros.com.hr,,,15,1,ALBATROS GRUPA,d.o.o.
30111689,A-METALI društvo s ograničenom odgovornošću za graditeljstvo i proizvodnju,1061837227,,,Osječko-baranjska županija,Vatroslava Lisinskog 61,Našice,hale.mont@gmail.com,,,14,1,A-METALI društvo s oganičenom odgovornošću za graditeljstvo i proizvodnju,d.o.o.
30111890,PRO-ING društvo s ograničenom odgovornošću za graditeljstvo i usluge,55375173950,,,Osječko-baranjska županija,Trg dr. Franje Tuđmana 11,Našice,tihomir.nasice@gmail.com,,,14,1,PRO-ING,d.o.o.
30112000,STAN-PROJEKT d.o.o. za graditeljstvo i trgovinu,59125704268,,,Osječko-baranjska županija,Frankopanska 78,Osijek,slavkosimunovic07@gmail.com,,,14,1,STAN-PROJEKT,d.o.o.
30113754,ADAMEC d.o.o. za graditeljstvo i usluge,16220657260,,,Vukovarsko-srijemska županija,Jure Kaštelana 9,Vinkovci,alen.adamec@gmail.com,,,14,1,ADAMEC D.O.O.,d.o.o.
30114976,GRADITELJSTVO LABUDOVIĆ d.o.o. za graditeljstvo i trgovinu,54344900734,,,Osječko-baranjska županija,Ulica Augusta Šenoe 3,Bizovac,grad-labudovic@hotmail.com,,,14,1,GRADITELJSTVO LABUDOVIĆ,d.o.o.
30118638,"ENERGETSKA OBNOVA d.o.o. za graditeljstvo, trgovinu i usluge",65195630254,,,Osječko-baranjska županija,Ivana Gundulića 53,Osijek,ante.drmic@gmail.com,,,13,1,ENERGETSKA OBNOVA,d.o.o.
30119116,"DOM MONTAŽA d.o.o. za graditeljstvo, proizvodnju, trgovinu i ugostiteljstvo",42643099801,,,Osječko-baranjska županija,Zagrebačka ulica 52,Višnjevac,jjjakov@net.hr,,,13,1,DOM MONTAŽA,d.o.o.
30119614,GRADITELJSTVO SAPHIRA d.o.o. za graditeljstvo,49066321022,,,Osječko-baranjska županija,Ulica sv. Ane 78,Osijek,graditeljstvo.saphira@gmail.com,,,13,1,GRADITELJSTVO SAPHIRA,d.o.o.
30120000,"MEGAMONT d.o.o. za graditeljstvo, proizvodnju i usluge",19278408708,,,Osječko-baranjska županija,Kolodvorska 132,Osijek,megamont-pvc@mail.com,,,13,1,MEGAMONT,d.o.o.
30120874,MODEL PROJEKT d.o.o. za graditeljstvo i usluge,27868007259,,,Istarska županija,Ulica Bože Gumpca - Via Božo Gumbac 57,Pula,sauerborn.drago@gmail.com,,,13,1,MODEL PROJEKT D.O.O.,d.o.o.
30123602,"DomBau d.o.o. za graditeljstvo, trgovinu i usluge",68433755704,,,Osječko-baranjska županija,Ivana Gorana Kovačića 37,Valpovo,dombau@dombau.hr,,,13,1,DomBau,d.o.o.
30128471,"GRADITELJSTVO KRIŠTO d.o.o.  za graditeljstvo, trgovinu i usluge",22560210095,,,Vukovarsko-srijemska županija,Ivana Gorana Kovačića 60,Vinkovci,graditeljstvo.kristo@gmail.com,,,13,1,GRADITELJSTVO KRIŠTO,d.o.o.
30128535,"AD2D d.o.o. za graditeljstvo, trgovinu i usluge",5020723720,,,Osječko-baranjska županija,Otokara Keršovanija 3,Osijek,drazen.dujak@gmail.com,,,12,1,AD2D,d.o.o.
30128684,GT-EXOR d.o.o. za graditeljstvo i usluge,57979830997,,,Osječko-baranjska županija,Tina Ujevića 42,Valpovo,gtexor@gmail.com,,,12,1,GT-EXOR,d.o.o.
30128885,STOLARIJA GRAND društvo s ograničenom odgovornošću za graditeljstvo i trgovinu,60142403439,,,Vukovarsko-srijemska županija,Ivana Gundulića 106,Županja,darkovincetic1@gmail.com,,,12,1,STOLARIJA GRAND D.O.O.,d.o.o.
30129103,PROJEKT KOLONIJA d.o.o. za graditeljstvo i usluge,97252577616,,,Brodsko-posavska županija,Nikole Zrinskog ulica 67,Slavonski Brod,info.ured10@gmail.com,,,10,1,PROJEKT KOLONIJA,d.o.o.
30129576,STRUGA-GRADNJA j.d.o.o. za graditeljstvo i usluge,66730879124,,,Osječko-baranjska županija,Učka 54,Valpovo,struga@optinet.hr,,,12,1,STRUGA-GRADNJA,j.d.o.o.
30129865,NISKOGRADNJA GUDELJ j.d.o.o. za graditeljstvo i usluge,16994226776,,,Brodsko-posavska županija,Ulica hrvatskih branitelja 61,Ruščica,info@niskogradnja-gudelj.com,,,11,1,NISKOGRADNJA GUDELJ,j.d.o.o.
30129937,NORMA d.o.o. za graditeljstvo,65610576171,,,Osječko-baranjska županija,Kolodvorska 57,Petrijevci,norma.vukovar@gmail.com,,,14,1,NORMA D.O.O. ZA GRADITELJSTVO,d.o.o.
30130634,"A.N. VISOKOGRADNJA d.o.o. za graditeljstvo, trgovinu i usluge",99159584038,,,Osječko-baranjska županija,Josipa Jurja Strossmayera 289,Osijek,alen.neferanovic@yahoo.com,,,13,1,A.N. VISOKOGRADNJA,d.o.o.
30134783,COGITUS PROJEKT d.o.o. za graditeljstvo i usluge,39301658777,,,Osječko-baranjska županija,Ulica kralja Zvonimira 8,Antunovac,varvodic10@gmail.com,,,11,1,COGITUS PROJEKT D.O.O. ZA GRADITELJSTVO I USLUGE,d.o.o.
30135077,MONT-GRADNJA  društvo s ograničenom odgovornošću za graditeljstvo i usluge,86182548372,,,Osječko-baranjska županija,Srijemska ulica 47,Osijek,mont.gradnja@yahoo.com,,,12,1,MONT-GRADNJA,d.o.o.
30142382,ARTOM d.o.o. za graditeljstvo,13716977808,,,Vukovarsko-srijemska županija,Kralja Zvonimira 77,Vinkovci,artom.doo@gmail.com,,,11,1,ARTOM d.o.o. za graditeljstvo,d.o.o.
30143182,M.M. GRADNJA društvo s ograničenom odgovornošću za graditeljstvo i usluge,552637614,,,Grad Zagreb,Ulica Zlatka Šulentića 10,Zagreb,milakont@gmail.com,,,11,1,M.M. GRADNJA DRUŠTVO S OGRANIČENOM ODGOVORNOŠĆU ZA GRADITELJSTVO I USLUGE,d.o.o.
30144584,"AM.-T. GRADNJA j.d.o.o. za graditeljstvo, trgovinu i usluge",73693527985,,,Vukovarsko-srijemska županija,Gorjani 67,Ivankovo,amtgradnja@gmail.com,,,11,1,AM.-T. GRADNJA,j.d.o.o.
30145616,TROCKEN BAU d.o.o. za graditeljstvo i usluge,92356922401,,,Brodsko-posavska županija,Ulica Bana Josipa Jelačića 19,Vrpolje,bicvictanja1@gmail.com,,,11,1,TROCKEN BAU,d.o.o.
30146264,TEŽIŠTE-PROJEKT d.o.o. za graditeljstvo i trgovinu,78998058983,,,Osječko-baranjska županija,Duga 53,Ivanovac,gabarit1@os.t-com.hr,,,11,1,TEŽIŠTE-PROJEKT,d.o.o.
30147423,TM BAU d.o.o. za graditeljstvo i usluge,91061373428,,,Osječko-baranjska županija,Duga ulica 32,Briješće,tmbau.tmbau@gmail.com,,,11,1,TM BAU,d.o.o.
30147917,"TF SYSTEMS d.o.o. za graditeljstvo, proizvodnju i usluge",80227281488,,,Osječko-baranjska županija,Valpovačka ulica 24,Beli Manastir,"direktor@tehno-filter.hr, info@tf-systems.hr",,,10,1,TF SYSTEMS,d.o.o.
30148400,BRADARIĆ d.o.o. za graditeljstvo i usluge,82519035719,,,Osječko-baranjska županija,Ulica Športska 16,Vladislavci,bradaric.jdoo@net.hr,,,11,1,BRADARIĆ,d.o.o.
30149020,tija GRADITELJSTVO j.d.o.o. za graditeljstvo i trgovinu,22541241053,,,Osječko-baranjska županija,Crni put 8,Višnjevac,zeljkogasic21@gmail.com,,,11,1,tija GRADITELJSTVO,j.d.o.o.
30150526,PROJEKT-BAU d.o.o. za graditeljstvo i trgovinu,51373374411,,,Osječko-baranjska županija,Ulica Augusta Šenoe 3,Bizovac,grad-labudovic@hotmail.com,,,11,1,PROJEKT-BAU,d.o.o.
30151692,"DAFRA TRADE j.d.o.o. za graditeljstvo, usluge i trgovinu",46244834908,,,Vukovarsko-srijemska županija,Ljubljanska 13,Vukovar,dafratrade@gmail.com,,,11,1,DAFRA TRADE,j.d.o.o.
30152306,"ENERGIS d.o.o. za graditeljstvo, inženjering i energetsku učinkovitost",54263415245,,,Osječko-baranjska županija,Branka Radičevića 22,Osijek,davor.eling@gmail.com,,,13,1,ENERGIS,d.o.o.
30152881,3D GRADNJA d.o.o. za graditeljstvo,62500228539,,,Vukovarsko-srijemska županija,Gospodarska zona Vukovar 28,Vukovar,3dgradnja@gmail.com,,,11,1,3D GRADNJA D.O.O. ZA GRADITELJSTVO,d.o.o.
30153569,MONTING BARIŠIĆ j.d.o.o. za graditeljstvo i usluge,24580295488,,,Osječko-baranjska županija,A. G. Matoša 40,Darda,monting.barisic@gmail.com,,,11,1,MONTING BARIŠIĆ,j.d.o.o.
30153593,JELEČ j.d.o.o. za graditeljstvo i trgovinu,25486240279,,,Osječko-baranjska županija,Vrtna ulica 20,Livana,jelec.jdoo@gmail.com,,,11,1,JELEČ,j.d.o.o.
30153681,"DAVOR GRADNJA j.d.o.o. za graditeljstvo, trgovinu i usluge",83908651385,,,Vukovarsko-srijemska županija,Josipa Kozarca 5,Nuštar,galetic.davor@gmail.com,,,11,1,DAVOR GRADNJA,j.d.o.o.
30157214,"NEKROS d.o.o. za graditeljstvo, trgovinu i usluge",43928531388,,,Osječko-baranjska županija,Ulica Stjepana Radića 16,Osijek,burg.racunovodstvo@gmail.com,,,10,1,"NEKROS D.O.O. ZA GRADITELJSTVO, TRGOVINU I USLUGE",d.o.o.
30158292,NISKOGRADNJA društvo s ograničenom odgovornošću za graditeljstvo i usluge,99342610473,,,Vukovarsko-srijemska županija,Tomislavova 50,Soljani,niskogradnjasoljani@gmail.com,,,10,1,NISKOGRADNJA DRUŠTVO S OGRANIČENOM ODGOVORNOŠĆU ZA GRADITELJSTVO I USLUGE,d.o.o.
30158637,RENA GRAĐENJE d.o.o. za graditeljstvo i usluge,23578224231,,,Osječko-baranjska županija,Ulica sv. Roka 78,Osijek,rena.gradenje@gmail.com,,,10,1,RENA,d.o.o.
30159390,"SB INŽENJERING d.o.o. za graditeljstvo, trgovinu i usluge",64947726957,,,Brodsko-posavska županija,Ulica Poljanci 69,Poljanci,sbinzenjering1@gmail.com,,,10,1,AGRO AKTIV,d.o.o.
30161421,ČOVIĆ MONTAGE j.d.o.o. za graditeljstvo i usluge,58457951446,,,Osječko-baranjska županija,Šandora Petefija 7,Darda,robert.covic1@gmail.com,,,10,1,ČOVIĆ MONTAGE,j.d.o.o.
30162561,"HOUSING WOOD društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",79519185916,,,Osječko-baranjska županija,Kralja Tomislava 189,Vladislavci,housing.wood.hr@gmail.com,,,4,1,HOUSING WOOD,d.o.o.
30163562,"DABIĆ GRADNJA I INTERIJERI j.d.o.o. za graditeljstvo, trgovinu i usluge",69336155989,,,Požeško-slavonska županija,Kralja Zvonimira 48,Pleternica,predrag.dabic.pd@gmail.com,,,10,1,DABIĆ GRADNJA I INTERIJERI,j.d.o.o.
30164311,KOPKO d.o.o. za graditeljstvo i usluge,72101160705,,,Osječko-baranjska županija,Gospodarska zona Antunovac 18,Antunovac,kopko@kopko.eu,,,13,1,KOPKO,d.o.o.
30164459,"Geo-GIGANT društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",91191692177,,,Brodsko-posavska županija,Ulica 30. svibnja 1990. 107,Slavonski Brod,geogigant.doo@gmail.com,,,10,1,Geo-GIGANT,d.o.o.
30165781,FOEDUS GRUPA d.o.o. za graditeljstvo i poslovanje nekretninama,3573454061,,,Brodsko-posavska županija,Sajamska ulica 30,Donji Andrijevci,foedus.grupa@gmail.com,,,8,1,FOEDUS GRUPA,d.o.o.
30168743,"DUX GRADNJA d.o.o. za graditeljstvo, trgovinu i usluge",25577849673,,,Osječko-baranjska županija,Duga 105,Ivanovac,prpicjurica@gmail.com,,,9,1,DUX GRADNJA,d.o.o.
30169885,"FACRO društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",47016499653,,,Osječko-baranjska županija,Ulica Josipa Huttlera 20,Osijek,info@facro.hr,,,9,1,FACRO,d.o.o.
30170795,ZLATNI PRAG j.d.o.o. za graditeljstvo i usluge,7441038819,,,Osječko-baranjska županija,Milutina Milankovića 20,Bijelo Brdo,zlatnipragBB@gmail.com,,,9,1,ZLATNI PRAG,j.d.o.o.
30171312,ENDRICH KERAMIKA j.d.o.o. za graditeljstvo i usluge,68990134595,,,Osječko-baranjska županija,Ulica Olimpije 28,Osijek,keramika.endrich@gmail.com,,,7,1,ENDRICH KERAMIKA,j.d.o.o.
30171353,O.i B. GRADNJA j.d.o.o. za graditeljstvo i usluge,82600504842,,,Osječko-baranjska županija,Zagrebačka 2,Tenja,bojana.crnobrnjabosnjak@gmail.com,,,9,1,O.i B. GRADNJA,j.d.o.o.
30173134,MetaliCon jednostavno društvo s ograničenom odgovornošću za graditeljstvo,84763485292,,,Osječko-baranjska županija,Ulica Josipa Jurja Strossmayera 104,Našice,metalicon.jdoo@gmail.com,,,9,1,MetaliCon,j.d.o.o.
30173298,N-B gradnja društvo s ograničenom odgovornošću za graditeljstvo i usluge,61355550200,,,Osječko-baranjska županija,Franje Strapača 141,Markovac Našički,n-b.gradnja@hotmail.com,,,9,1,N-B gradnja,d.o.o.
30173923,"NIJANSE PRO d.o.o. za graditeljstvo, trgovinu, proizvodnju i usluge",86635974297,,,Osječko-baranjska županija,Kralja Tomislava 5,Golinci,nijanse.knezevic@gmail.com,,,9,1,NIJANSE PRO,d.o.o.
30176719,"ŠTEF GRADITELJSTVO jednostavno društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",44577550215,,,Osječko-baranjska županija,Josipa Jurja Strossmayera 201,Dopsin,stjepanstiplosek5@gmail.com,,,8,1,ŠTEF GRADITELJSTVO,j.d.o.o.
30177107,PERFECT INTERIORS d.o.o. za graditeljstvo i usluge,47857916359,,,Vukovarsko-srijemska županija,Vatroslava Lisinskog 57,Jarmina,perfect-interiors@net.hr,,,9,1,PERFECT INTERIORS D.O.O. ZA GRADITELJSTVO I USLUGE,d.o.o.
30178728,ADRIA IMMO d.o.o. za graditeljstvo i usluge,73690190589,,,Osječko-baranjska županija,Naselje Vladimira Nazora 13,Osijek,markota.slaven@gmail.com,,,6,1,ADRIA IMMO,d.o.o.
30178736,INVEST IMMO d.o.o. za graditeljstvo i usluge,15033295294,,,Osječko-baranjska županija,Naselje Vladimira Nazora 13,Osijek,markota.slaven@gmail.com,,,6,1,INVEST IMMO,d.o.o.
30179753,TRGOGRADNJA j.d.o.o. za graditeljstvo i usluge,87969648814,,,Požeško-slavonska županija,Bektež 20,Bektež,liber@po.t-com,,,10,1,TRGOGRADNJA,j.d.o.o.
30179807,VOLT INŽENJERING d.o.o. za graditeljstvo i usluge,48382672930,,,Osječko-baranjska županija,Kralja Tomislava 310,Vladislavci,volt.inzenjering@gmail.com,,,8,1,VOLT INŽENJERING,d.o.o.
30181716,Avila d.o.o. za graditeljstvo,94042693786,,,Osječko-baranjska županija,Ulica Hrvatske Republike 19,Osijek,ivansoldo@avila.hr,,,9,1,Avila,d.o.o.
30184077,JOZIN GRADNJA d.o.o. za graditeljstvo i usluge,66424252032,,,Zadarska županija,Žitna I 4,Vir,jozin.josip@gmail.com,,,8,1,JOZIN GRADNJA,d.o.o.
30184237,L PROJEKT d.o.o. za graditeljstvo i usluge,74352053760,,,Požeško-slavonska županija,Ante Starčevića 16,Pleternica,info@l-projekt.hr,,,8,1,L PROJEKT,d.o.o.
30184479,"MRAMOR TOMIČIĆ d.o.o. za graditeljstvo, usluge i trgovinu",48216056931,,,Vukovarsko-srijemska županija,Ulica Martina Ballinga 8,Vinkovci,mramor.vk@gmail.com,,,8,1,MRAMOR TOMIČIĆ,d.o.o.
30186347,"QUBIS j.d.o.o. za graditeljstvo, savjetovanje i usluge",89517206993,,,Osječko-baranjska županija,Ulica Ljudevita Posavskog 12,Osijek,info.qubis@gmail.com,,,7,1,QUBIS,j.d.o.o.
30187413,"VULPES društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",97997890480,,,Vukovarsko-srijemska županija,Gavrilova 46,Trpinja,radijevacnebojsa7@gmail.com,,,8,1,VULPES,d.o.o.
30188457,Dom-gradnja j.d.o.o. za graditeljstvo i usluge,97961687058,,,Vukovarsko-srijemska županija,Bana Josipa Šokčevića 128,Privlaka,dom.gradnja1@gmail.com,,,6,1,DOM-GRADNJA J.D.O.O.,j.d.o.o.
30189257,LEADING društvo s ograničenom odgovornošću za graditeljstvo i usluge,75932071439,,,Osječko-baranjska županija,Kaninska ulica 9,Brijest,dinko@leading.com.hr,,,8,1,LEADING D.O.O.,d.o.o.
30190999,ANĐELIĆ jednostavno društvo s ograničenom odgovornošću za graditeljstvo,10664961553,,,Osječko-baranjska županija,Našička 57,Zoljan,andelicslavko@gmail.com,,,8,1,ANĐELIĆ,j.d.o.o.
30192189,"PROFIL MONT  društvo s ograničenom odgovornošću za graditeljstvo, trgovinu i usluge",37533859391,,,Osječko-baranjska županija,Osječka ulica 27,Breznica Našička,borismalogorski@hotmail.hr,,,8,1,PROFIL MONT,d.o.o.
30194342,"UNIVOR-SERVISI d.o.o. za graditeljstvo, trgovinu i usluge",28263984840,,,Osječko-baranjska županija,Željeznička 4,Belišće,ivaan.lazic@gmail.com,,,8,1,UNIVOR-SERVISI,d.o.o.
30194721,VARDAR BAU d.o.o. za graditeljstvo,12409684850,,,Brodsko-posavska županija,Ulica Ivana Gundulića 70,Slavonski Brod,vardarbaudoo@gmail.com,,,8,1,VARDAR BAU,d.o.o.
30196083,BAROLIT-OS d.o.o. za graditeljstvo i trgovinu,76709213590,,,Osječko-baranjska županija,Ulica Bele Bartoka 31,Osijek,barolit@gmail.com,,,8,1,BAROLIT-OS,d.o.o.
30197192,LI-GRAD d.o.o. za graditeljstvo,14663844430,,,Osječko-baranjska županija,Duga 123,Ivanovac,ligrad@ligrad.eu,,,7,1,LI-GRAD,d.o.o.
30197746,"instalo-term j.d.o.o. za graditeljstvo, usluge i trgovinu",77197055521,,,Vukovarsko-srijemska županija,Vukovarska 162,Mirkovci,"INSTALOTERMVINKOVCI@GMAIL.COM, instalotermvinkovci@gmail.com",,,7,1,instalo-term,j.d.o.o.
30199215,HITRO j.d.o.o. za graditeljstvo,82399470385,,,Osječko-baranjska županija,Ulica Adi Endre 6,Vardarac,hitrogradnja@gmail.com,,,7,1,HITRO J.D.O.O. ZA GRADITELJSTVO,j.d.o.o.
30199627,TT GRADNJA d.o.o. za graditeljstvo i usluge,51695660257,,,Brodsko-posavska županija,"Naselje ""Lutvinka"" 1",Slavonski Brod,info@ttgradnja.hr,,,7,1,TT GRADNJA,d.o.o.
